Date,AAPL,MSFT,GOOGL,JPM,TSLA,^GSPC
2022-02-17,165.620849609375,281.8870544433594,131.5450897216797,136.5382080078125,292.1166687011719,4380.259765625
2022-02-18,164.07131958007812,279.1722717285156,129.4250946044922,137.1783905029297,285.6600036621094,4348.8701171875
2022-02-22,161.1488494873047,278.9685974121094,128.84002685546875,136.9348907470703,273.84332275390625,4304.759765625
2022-02-23,156.9808807373047,271.7452392578125,126.63121032714844,134.0676727294922,254.67999267578125,4225.5
2022-02-24,159.59933471679688,285.629638671875,131.69593811035156,130.3347930908203,266.92333984375,4288.7001953125
2022-02-25,161.6686248779297,288.26690673828125,133.45118713378906,133.41847229003906,269.9566650390625,4384.64990234375
2022-02-28,161.93338012695312,289.701904296875,134.04420471191406,127.855224609375,290.1433410644531,4373.93994140625
2022-03-01,160.05047607421875,285.97869873046875,133.05616760253906,123.03135681152344,288.1233215332031,4306.259765625
2022-03-02,163.34561157226562,291.0593566894531,133.56236267089844,125.58303833007812,293.2966613769531,4386.5400390625
2022-03-03,163.02200317382812,286.919189453125,132.89537048339844,124.69038391113281,279.7633361816406,4363.490234375
2022-03-04,160.02101135253906,281.0434875488281,130.9172821044922,121.18295288085938,279.42999267578125,4328.8701171875
2022-03-07,156.22572326660156,270.4265441894531,125.43077850341797,116.50333404541016,268.1933288574219,4201.08984375
2022-03-08,154.401611328125,267.45965576171875,126.15132904052734,115.68283081054688,274.79998779296875,4170.7001953125
2022-03-09,159.80528259277344,279.724853515625,132.41946411132812,120.31736755371094,286.3233337402344,4277.8798828125
2022-03-10,155.46078491210938,276.90338134765625,131.4364013671875,118.8927230834961,279.4333190917969,4259.52001953125
2022-03-11,151.74391174316406,271.55126953125,128.89659118652344,116.21481323242188,265.1166687011719,4204.31005859375
2022-03-14,147.71322631835938,268.03167724609375,125.00648498535156,117.36893463134766,255.4566650390625,4173.10986328125
2022-03-15,152.0969696044922,278.41595458984375,128.22915649414062,119.4517593383789,267.2966613769531,4262.4501953125
2022-03-16,156.51010131835938,285.4357604980469,132.28102111816406,124.78958129882812,280.07666015625,4357.85986328125
2022-03-17,157.5202178955078,286.240478515625,132.83534240722656,126.36750030517578,290.5333251953125,4411.669921875
2022-03-18,160.81541442871094,291.29193115234375,135.1046905517578,126.32243347167969,301.7966613769531,4463.1201171875
2022-03-21,162.18841552734375,290.0606994628906,135.08087158203125,125.91664123535156,307.0533447265625,4461.18017578125
2022-03-22,165.56202697753906,294.8115539550781,138.81910705566406,128.5945587158203,331.32666015625,4511.60986328125
2022-03-23,166.92520141601562,290.3805847167969,137.23855590820312,126.03388977050781,333.03668212890625,4456.240234375
2022-03-24,170.71066284179688,294.85040283203125,140.51034545898438,126.85437774658203,337.97332763671875,4520.16015625
2022-03-25,171.34812927246094,294.4432067871094,140.61056518554688,127.96340942382812,336.8800048828125,4543.06005859375
2022-03-28,172.21115112304688,301.2496337890625,140.3947296142578,127.01666259765625,363.9466552734375,4575.52001953125
2022-03-29,175.5063018798828,305.8163757324219,141.43682861328125,127.29619598388672,366.5233459472656,4631.60009765625
2022-03-30,174.33929443359375,304.3135070800781,140.87411499023438,126.7191390991211,364.663330078125,4602.4501953125
2022-03-31,171.24029541015625,298.9323425292969,138.02464294433594,122.91413879394531,359.20001220703125,4530.41015625
2022-04-01,170.94606018066406,300.0085754394531,139.09951782226562,122.00347900390625,361.5299987792969,4545.85986328125
2022-04-04,174.996337890625,305.3897399902344,141.89935302734375,122.54447937011719,381.8166809082031,4582.64013671875
2022-04-05,171.68157958984375,301.4241638183594,139.53671264648438,121.11835479736328,363.7533264160156,4525.1201171875
2022-04-06,168.513916015625,290.390380859375,135.52401733398438,119.43791961669922,348.586669921875,4481.14990234375
2022-04-07,168.81790161132812,292.20343017578125,134.86949157714844,119.07457733154297,352.4200134277344,4500.2099609375
2022-04-08,166.80746459960938,287.9372253417969,132.28797912597656,121.25462341308594,341.8299865722656,4488.27978515625
2022-04-11,162.5512237548828,276.5834045410156,127.85743713378906,120.80955505371094,325.30999755859375,4412.52978515625
2022-04-12,164.42437744140625,273.48077392578125,126.75675964355469,119.48335266113281,328.98333740234375,4397.4501953125
2022-04-13,167.11148071289062,278.87164306640625,128.91990661621094,115.6319808959961,340.7900085449219,4446.58984375
2022-04-14,162.10009765625,271.3185729980469,125.7796401977539,114.56013488769531,328.3333435058594,4392.58984375
2022-04-18,161.8843994140625,271.98760986328125,126.71905517578125,116.68566131591797,334.7633361816406,4391.68994140625
2022-04-19,164.16941833496094,276.6221923828125,129.0340576171875,119.10185241699219,342.7166748046875,4462.2099609375
2022-04-20,164.00267028808594,277.6499328613281,127.07980346679688,119.51969146728516,325.73333740234375,4459.4501953125
2022-04-21,163.20831298828125,272.26885986328125,123.87850189208984,118.59315490722656,336.260009765625,4393.66015625
2022-04-22,158.66766357421875,265.6950378417969,118.73834228515625,115.18689727783203,335.01666259765625,4271.77978515625
2022-04-25,159.7366180419922,272.1814880371094,122.15104675292969,115.15055847167969,332.67333984375,4296.1201171875
2022-04-26,153.77395629882812,262.00091552734375,117.7602310180664,111.7442626953125,292.1400146484375,4175.2001953125
2022-04-27,153.54840087890625,274.60546875,113.4374008178711,110.29092407226562,293.836669921875,4183.9599609375
2022-04-28,160.4819793701172,280.8204650878906,117.63369750976562,112.03491973876953,292.5033264160156,4287.5
2022-04-29,154.60757446289062,269.0788269042969,113.25377655029297,108.41973114013672,290.2533264160156,4131.93017578125
2022-05-02,154.91159057617188,275.8174743652344,115.70872497558594,109.40983581542969,300.9800109863281,4155.3798828125
2022-05-03,156.4022216796875,273.2092590332031,116.4541015625,111.75335693359375,303.0833435058594,4175.47998046875
2022-05-04,162.81602478027344,281.1598815917969,121.34415435791016,115.45030975341797,317.5400085449219,4300.169921875
2022-05-05,153.74456787109375,268.91400146484375,115.63182067871094,112.56177520751953,291.09332275390625,4146.8701171875
2022-05-06,154.47132873535156,266.3736572265625,114.8785171508789,112.38011932373047,288.54998779296875,4123.33984375
2022-05-09,149.3445281982422,256.5323791503906,111.66727447509766,110.69058990478516,262.3699951171875,3991.239990234375
2022-05-10,151.7507781982422,261.3027648925781,113.53713989257812,107.9928207397461,266.67999267578125,4001.050048828125
2022-05-11,143.8838348388672,252.62501525878906,112.7505874633789,107.31156921386719,244.6666717529297,3935.179931640625
2022-05-12,140.01416015625,247.5831756591797,111.9977798461914,107.2207260131836,242.6666717529297,3930.080078125
2022-05-13,144.4829559326172,253.1776580810547,115.18022918701172,108.17448425292969,256.5299987792969,4023.889892578125
2022-05-16,142.9409942626953,253.546142578125,113.58677673339844,107.42056274414062,241.4566650390625,4008.010009765625
2022-05-17,146.57493591308594,258.7043151855469,115.59956359863281,110.98126983642578,253.8699951171875,4088.85009765625
2022-05-18,138.3052978515625,246.9255828857422,111.06035614013672,109.08281707763672,236.60333251953125,3923.679931640625
2022-05-19,134.89724731445312,246.0120391845703,109.55622863769531,107.46598052978516,236.47332763671875,3900.7900390625
2022-05-20,135.1329345703125,245.4484100341797,108.09127807617188,106.58486938476562,221.3000030517578,3901.360107421875
2022-05-23,140.55441284179688,253.3105926513672,110.65194702148438,113.17945861816406,224.96665954589844,3973.75
2022-05-24,137.8534698486328,252.3095703125,105.17532348632812,114.77813720703125,209.3866729736328,3941.47998046875
2022-05-25,138.01065063476562,255.1278839111328,105.01156616210938,115.57746887207031,219.60000610351562,3978.72998046875
2022-05-26,141.21238708496094,258.41278076171875,106.98416137695312,117.57583618164062,235.91000366210938,4057.840087890625
2022-05-27,146.96775817871094,265.5460510253906,111.47422790527344,119.23809051513672,253.2100067138672,4158.240234375
2022-05-31,146.1820526123047,264.21466064453125,112.90889739990234,120.11011505126953,252.75332641601562,4132.14990234375
2022-06-01,146.05441284179688,264.7491760253906,113.03791809082031,118.00276184082031,246.7899932861328,4101.22998046875
2022-06-02,148.50973510742188,266.84832763671875,116.74044036865234,119.90116119384766,258.3333435058594,4176.81982421875
2022-06-03,142.78382873535156,262.41668701171875,113.68203735351562,118.2298355102539,234.51666259765625,4108.5400390625
2022-06-06,143.53024291992188,261.1824645996094,115.94446563720703,117.83924102783203,238.27999877929688,4121.43017578125
2022-06-07,146.05441284179688,264.826904296875,116.27098846435547,118.1480941772461,238.8866729736328,4160.68017578125
2022-06-08,145.31776428222656,262.7958068847656,116.31514739990234,116.2677993774414,241.86666870117188,4115.77001953125
2022-06-09,140.09274291992188,257.3340148925781,113.97433471679688,113.8243637084961,239.7066650390625,4017.820068359375
2022-06-10,134.68118286132812,245.8662567138672,110.32789611816406,108.59233093261719,232.22999572753906,3900.860107421875
2022-06-13,129.52491760253906,235.4384002685547,105.59465789794922,105.35861206054688,215.73666381835938,3749.6298828125
2022-06-14,130.3892059326172,237.60560607910156,105.91523742675781,103.60552215576172,220.88999938964844,3735.47998046875
2022-06-15,133.01153564453125,244.67091369628906,108.94137573242188,104.83179473876953,233.0,3789.989990234375
2022-06-16,127.73741149902344,238.0720977783203,105.23834991455078,103.03326416015625,213.10000610351562,3666.77001953125
2022-06-17,129.21063232421875,240.6766357421875,106.34002685546875,102.669921875,216.75999450683594,3674.840087890625
2022-06-21,133.44363403320312,246.59515380859375,110.70751953125,105.21328735351562,237.0366668701172,3764.7900390625
2022-06-22,132.93296813964844,246.00233459472656,110.65145874023438,104.62286376953125,236.086669921875,3759.889892578125
2022-06-23,135.80078125,251.57098388671875,111.4002914428711,103.47834777832031,235.07000732421875,3795.72998046875
2022-06-24,139.1302947998047,260.16204833984375,117.0903091430664,106.56672668457031,245.7066650390625,3911.739990234375
2022-06-27,139.1302947998047,257.43121337890625,114.96485900878906,105.7128677368164,244.9199981689453,3900.110107421875
2022-06-28,134.98561096191406,249.25799560546875,111.16754150390625,105.20420837402344,232.663330078125,3821.550048828125
2022-06-29,136.74365234375,252.93157958984375,110.86385345458984,104.73186492919922,228.49000549316406,3818.830078125
2022-06-30,134.27850341796875,249.59814453125,108.1458740234375,102.2884292602539,224.47332763671875,3785.3798828125
2022-07-01,136.44903564453125,252.27072143554688,107.92206573486328,103.59644317626953,227.26333618164062,3825.330078125
2022-07-05,139.0320587158203,255.44866943359375,112.41363525390625,103.20240020751953,233.06666564941406,3831.389892578125
2022-07-06,140.36778259277344,258.7139892578125,113.71282196044922,102.53343200683594,231.73333740234375,3845.080078125
2022-07-07,143.73654174804688,260.8423767089844,117.89224243164062,105.12679290771484,244.5433349609375,3902.6201171875
2022-07-08,144.4141845703125,260.1231384277344,118.45845794677734,104.79688262939453,250.76333618164062,3899.3798828125
2022-07-11,142.28292846679688,257.06195068359375,114.80903625488281,103.42231750488281,234.3433380126953,3854.429931640625
2022-07-12,143.25526428222656,246.5271453857422,113.16545104980469,103.52311706542969,233.07000732421875,3818.800048828125
2022-07-13,142.89186096191406,245.60386657714844,110.5184555053711,102.5517807006836,237.0399932861328,3801.780029296875
2022-07-14,145.81866455078125,246.9255828857422,109.53985595703125,98.96873474121094,238.31333923339844,3790.3798828125
2022-07-15,147.48831176757812,249.49124145507812,110.93927001953125,103.50479888916016,240.06666564941406,3863.159912109375
2022-07-18,144.44366455078125,247.09078979492188,108.21236419677734,102.44180297851562,240.54666137695312,3830.85009765625
2022-07-19,148.303466796875,252.2221221923828,112.95653533935547,104.98016357421875,245.52999877929688,3936.68994140625
2022-07-20,150.3070068359375,254.88499450683594,113.04585266113281,104.96185302734375,247.5,3959.89990234375
2022-07-21,152.57583618164062,257.3825988769531,113.48255157470703,105.67660522460938,271.7066650390625,3998.949951171875
2022-07-22,151.33828735351562,253.02871704101562,107.09086608886719,105.16344451904297,272.24334716796875,3961.6298828125
2022-07-25,150.21864318847656,251.54183959960938,106.70377349853516,105.5849838256836,268.4333190917969,3966.840087890625
2022-07-26,148.89276123046875,244.8069610595703,104.23243713378906,103.93548583984375,258.8599853515625,3921.050048828125
2022-07-27,153.99005126953125,261.1727600097656,112.212158203125,105.60330200195312,274.82000732421875,4023.610107421875
2022-07-28,154.54006958007812,268.6268005371094,113.36344909667969,105.20925903320312,280.8999938964844,4072.429931640625
2022-07-29,159.60792541503906,272.8348693847656,115.44770812988281,105.71327209472656,297.1499938964844,4130.2900390625
2022-08-01,158.6258087158203,270.1817932128906,113.99864959716797,104.65941619873047,297.27667236328125,4118.6298828125
2022-08-02,157.152587890625,267.0816345214844,114.26663208007812,103.02828979492188,300.586669921875,4091.18994140625
2022-08-03,163.16331481933594,274.51617431640625,117.19451904296875,104.10960388183594,307.39666748046875,4155.169921875
2022-08-04,162.84901428222656,275.6629638671875,117.3036880493164,102.96412658691406,308.6333312988281,4151.93994140625
2022-08-05,162.62281799316406,274.94378662109375,116.5890884399414,106.07982635498047,288.1700134277344,4145.18994140625
2022-08-08,162.1507110595703,272.42669677734375,116.42035675048828,104.78772735595703,290.42333984375,4140.06005859375
2022-08-09,162.19989013671875,274.3509521484375,115.75537109375,105.73159790039062,283.3333435058594,4122.47021484375
2022-08-10,166.44863891601562,281.01776123046875,118.80236053466797,108.48989868164062,294.3566589355469,4210.240234375
2022-08-11,165.7110137939453,278.93804931640625,117.94880676269531,110.09355163574219,286.6300048828125,4207.27001953125
2022-08-12,169.26148986816406,283.69036865234375,120.76751708984375,111.91714477539062,300.0299987792969,4280.14990234375
2022-08-15,170.33349609375,285.2063903808594,121.16452026367188,112.21955108642578,309.32000732421875,4297.14013671875
2022-08-16,170.17613220214844,284.46783447265625,120.78736114501953,113.29170227050781,306.5633239746094,4305.2001953125
2022-08-17,171.6710662841797,283.7179870605469,118.65348815917969,112.33867645263672,303.9966735839844,4274.0400390625
2022-08-18,171.27764892578125,282.597900390625,119.26884460449219,111.4681167602539,302.8699951171875,4283.740234375
2022-08-19,168.69105529785156,278.682861328125,116.33103942871094,108.70982360839844,296.6666564941406,4228.47998046875
2022-08-22,164.80621337890625,270.501953125,113.38330078125,106.91372680664062,289.913330078125,4137.990234375
2022-08-23,164.47178649902344,269.2261962890625,113.00614929199219,105.8598861694336,296.4533386230469,4128.72998046875
2022-08-24,164.766845703125,268.59320068359375,112.83744049072266,106.11648559570312,297.0966796875,4140.77001953125
2022-08-25,167.22561645507812,271.5733947753906,115.77523040771484,108.63650512695312,296.07000732421875,4199.1201171875
2022-08-26,160.92132568359375,261.0941162109375,109.51255798339844,105.0809555053711,288.0899963378906,4057.659912109375
2022-08-29,158.7183074951172,258.30877685546875,108.59945678710938,104.82439422607422,284.82000732421875,4030.610107421875
2022-08-30,156.2890167236328,256.1076965332031,108.12305450439453,104.84270477294922,277.70001220703125,3986.159912109375
2022-08-31,154.62686157226562,254.64688110351562,107.408447265625,104.2195816040039,275.6099853515625,3955.0
2022-09-01,155.3546905517578,253.60479736328125,108.91705322265625,104.93435668945312,277.1600036621094,3966.85009765625
2022-09-02,153.24012756347656,249.37803649902344,107.04122924804688,104.20123291015625,270.2099914550781,3924.260009765625
2022-09-06,151.98126220703125,246.641357421875,106.009033203125,104.22872924804688,274.4200134277344,3908.18994140625
2022-09-07,153.3876495361328,251.3550567626953,108.62922668457031,106.2081069946289,283.70001220703125,3979.8701171875
2022-09-08,151.9124298095703,251.77383422851562,107.56725311279297,108.68232727050781,289.260009765625,4006.179931640625
2022-09-09,154.77442932128906,257.558837890625,109.82022857666016,109.20466613769531,299.67999267578125,4067.360107421875
2022-09-12,160.73443603515625,259.691650390625,110.02865600585938,110.49676513671875,304.4200134277344,4110.41015625
2022-09-13,151.30264282226562,245.4142608642578,103.53770446777344,106.65713500976562,292.1300048828125,3932.68994140625
2022-09-14,152.7483673095703,245.63824462890625,104.21259307861328,106.40971374511719,302.6099853515625,3946.010009765625
2022-09-15,149.85687255859375,238.97674560546875,102.13827514648438,108.01336669921875,303.75,3901.35009765625
2022-09-16,148.2144012451172,238.35342407226562,102.02910614013672,107.28944396972656,303.3500061035156,3873.330078125
2022-09-19,151.93206787109375,238.13917541503906,102.29707336425781,108.27913665771484,309.07000732421875,3899.889892578125
2022-09-20,154.31214904785156,236.1231689453125,100.38154602050781,106.14395904541016,308.7300109863281,3855.929931640625
2022-09-21,151.1846160888672,232.71453857421875,98.53549194335938,103.08326721191406,300.79998779296875,3789.929931640625
2022-09-22,150.2207794189453,234.69154357910156,99.38905334472656,101.91029357910156,288.5899963378906,3757.989990234375
2022-09-23,147.94888305664062,231.71139526367188,97.99954223632812,100.0134048461914,275.3299865722656,3693.22998046875
2022-09-26,148.2832489013672,231.25367736816406,97.4338150024414,97.85990142822266,276.010009765625,3655.0400390625
2022-09-27,149.25694274902344,230.24082946777344,96.76884460449219,96.9985122680664,282.94000244140625,3647.2900390625
2022-09-28,147.36859130859375,234.7792205810547,99.29972076416016,98.95957946777344,287.80999755859375,3719.0400390625
2022-09-29,140.12998962402344,231.30238342285156,96.68943786621094,97.28260040283203,268.2099914550781,3640.469970703125
2022-09-30,135.92059326171875,226.82240295410156,94.9327163696289,95.76141357421875,265.25,3585.6201171875
2022-10-03,140.10047912597656,234.4578399658203,97.9002914428711,98.7213134765625,242.39999389648438,3678.429931640625
2022-10-04,143.69032287597656,242.3853759765625,100.87779235839844,103.33985137939453,249.44000244140625,3790.929931640625
2022-10-05,143.98533630371094,242.6970672607422,100.66937255859375,102.06393432617188,240.80999755859375,3783.280029296875
2022-10-06,143.0313720703125,240.34994506835938,100.65943908691406,99.98362731933594,238.1300048828125,3744.52001953125
2022-10-07,137.77940368652344,228.12742614746094,97.94000244140625,97.98655700683594,223.07000732421875,3639.659912109375
2022-10-10,138.10397338867188,223.2676544189453,97.12614440917969,97.07123565673828,222.9600067138672,3612.389892578125
2022-10-11,136.68771362304688,219.52784729003906,96.45124053955078,94.26976776123047,216.5,3588.840087890625
2022-10-12,136.0582733154297,219.8589630126953,96.8283920288086,95.7953109741211,217.24000549316406,3577.030029296875
2022-10-13,140.631591796875,228.12742614746094,98.317138671875,101.1208724975586,221.72000122070312,3669.909912109375
2022-10-14,136.09764099121094,222.59564208984375,95.83589172363281,102.8036117553711,204.99000549316406,3583.070068359375
2022-10-17,140.06117248535156,231.33157348632812,99.2203140258789,107.12136840820312,219.35000610351562,3677.949951171875
2022-10-18,141.37905883789062,232.27630615234375,100.01431274414062,109.87660217285156,220.19000244140625,3719.97998046875
2022-10-19,141.4872283935547,230.30897521972656,98.88286590576172,107.72235107421875,222.0399932861328,3695.159912109375
2022-10-20,141.02499389648438,229.98760986328125,99.2203140258789,107.3709945678711,207.27999877929688,3665.780029296875
2022-10-21,144.84100341796875,235.8018035888672,100.37161254882812,113.01093292236328,214.44000244140625,3752.75
2022-10-24,146.9850311279297,240.79794311523438,101.75119018554688,113.14960479736328,211.25,3797.340087890625
2022-10-25,149.8273468017578,244.1189727783203,103.69650268554688,113.44548034667969,222.4199981689453,3859.110107421875
2022-10-26,146.88665771484375,225.28366088867188,94.2181167602539,114.7491226196289,224.63999938964844,3830.60009765625
2022-10-27,142.41171264648438,220.83291625976562,91.5284423828125,115.20215606689453,225.08999633789062,3807.300048828125
2022-10-28,153.1713409423828,229.7148895263672,95.56792449951172,116.5705337524414,228.52000427246094,3901.06005859375
2022-10-31,150.8108673095703,226.07249450683594,93.80126953125,116.3856201171875,227.5399932861328,3871.97998046875
2022-11-01,148.16525268554688,222.2158203125,89.79157257080078,118.48440551757812,227.82000732421875,3856.10009765625
2022-11-02,142.637939453125,214.3564453125,86.31781005859375,117.39339447021484,214.97999572753906,3759.68994140625
2022-11-03,136.5894012451172,208.65907287597656,82.80435180664062,117.60604858398438,215.30999755859375,3719.889892578125
2022-11-04,136.3234100341797,215.61276245117188,85.93073272705078,120.82357788085938,207.47000122070312,3770.550048828125
2022-11-07,136.85537719726562,221.92364501953125,87.82640838623047,121.4615478515625,197.0800018310547,3806.800048828125
2022-11-08,137.42674255371094,222.89756774902344,88.23333740234375,121.53550720214844,191.3000030517578,3828.110107421875
2022-11-09,132.86557006835938,218.65133666992188,86.6651840209961,119.95447540283203,177.58999633789062,3748.570068359375
2022-11-10,144.6872100830078,236.63934326171875,93.23554229736328,124.8917236328125,190.72000122070312,3956.3701171875
2022-11-11,147.47515869140625,240.6615753173828,95.68702697753906,125.09513854980469,195.97000122070312,3992.929931640625
2022-11-14,146.07627868652344,235.24668884277344,94.98233795166016,123.80997467041016,190.9499969482422,3957.25
2022-11-15,147.8101043701172,235.65573120117188,97.70178985595703,122.91313934326172,194.4199981689453,3991.72998046875
2022-11-16,146.57867431640625,236.08544921875,98.10871124267578,123.0795669555664,186.9199981689453,3958.7900390625
2022-11-17,148.48001098632812,236.03662109375,97.62239074707031,122.54329681396484,183.1699981689453,3946.56005859375
2022-11-18,149.04153442382812,235.58734130859375,96.69935607910156,123.74522399902344,180.19000244140625,3965.340087890625
2022-11-21,145.8102569580078,236.39797973632812,94.88309478759766,123.01485443115234,167.8699951171875,3949.93994140625
2022-11-22,147.94801330566406,239.3083953857422,96.32221984863281,124.85472869873047,169.91000366210938,4003.580078125
2022-11-23,148.8247833251953,241.79884338378906,97.72164154052734,126.18614196777344,183.1999969482422,4027.260009765625
2022-11-25,145.90879821777344,241.71095275878906,96.72914123535156,126.42650604248047,182.86000061035156,4026.1201171875
2022-11-28,142.07659912109375,236.11473083496094,95.32971954345703,124.21678924560547,182.9199981689453,3963.93994140625
2022-11-29,139.0719451904297,234.7181396484375,94.47615814208984,126.26010131835938,180.8300018310547,3957.6298828125
2022-11-30,145.82998657226562,249.1822967529297,100.232666015625,127.75790405273438,194.6999969482422,4080.110107421875
2022-12-01,146.10580444335938,248.74281311035156,100.232666015625,125.9642333984375,194.6999969482422,4076.570068359375
2022-12-02,145.6132354736328,249.06512451171875,99.68680572509766,124.96568298339844,194.86000061035156,4071.699951171875
2022-12-05,144.45079040527344,244.35765075683594,98.73399353027344,121.4615478515625,182.4499969482422,3998.840087890625
2022-12-06,140.7860870361328,239.3962860107422,96.25273895263672,121.6649398803711,179.82000732421875,3941.260009765625
2022-12-07,138.8453369140625,238.66378784179688,94.2280502319336,121.58173370361328,174.0399932861328,3933.919921875
2022-12-08,140.5299530029297,241.623046875,93.00725555419922,122.85765838623047,173.44000244140625,3963.510009765625
2022-12-09,140.04722595214844,239.68930053710938,92.13386535644531,122.19195556640625,179.0500030517578,3934.3798828125
2022-12-12,142.3425750732422,246.61370849609375,92.61026000976562,124.08734130859375,167.82000732421875,3990.56005859375
2022-12-13,143.3080291748047,250.92074584960938,94.9128646850586,123.96714782714844,160.9499969482422,4019.64990234375
2022-12-14,141.0816192626953,251.2137451171875,94.35706329345703,123.34768676757812,156.8000030517578,3995.320068359375
2022-12-15,134.4713592529297,243.19544982910156,90.17862701416016,120.28734588623047,157.6699981689453,3895.75
2022-12-16,132.51089477539062,238.97633361816406,89.5831298828125,119.5384292602539,150.22999572753906,3852.360107421875
2022-12-19,130.4027099609375,234.83531188964844,87.77678680419922,120.25035095214844,149.8699951171875,3817.659912109375
2022-12-20,130.33375549316406,236.15379333496094,88.35242462158203,120.83283996582031,137.8000030517578,3821.6201171875
2022-12-21,133.43695068359375,238.72239685058594,88.90824127197266,122.19195556640625,137.57000732421875,3878.43994140625
2022-12-22,130.26478576660156,232.62811279296875,87.10188293457031,120.80510711669922,125.3499984741211,3822.389892578125
2022-12-23,129.90028381347656,233.15545654296875,88.56086730957031,121.37832641601562,123.1500015258789,3844.820068359375
2022-12-27,128.0974884033203,231.42681884765625,86.73465728759766,121.80362701416016,109.0999984741211,3829.25
2022-12-28,124.16677856445312,229.05357360839844,85.37493133544922,122.46932220458984,112.70999908447266,3783.219970703125
2022-12-29,127.6837387084961,235.38226318359375,87.78669738769531,123.1720199584961,121.81999969482422,3849.280029296875
2022-12-30,127.99895477294922,234.2200469970703,87.56836700439453,123.98564147949219,123.18000030517578,3839.5
2023-01-03,123.2112045288086,233.9856719970703,88.45167541503906,124.92868041992188,108.0999984741211,3824.139892578125
2023-01-04,124.48204040527344,223.7503662109375,87.41948699951172,126.09367370605469,113.63999938964844,3852.969970703125
2023-01-05,123.16193389892578,217.11892700195312,85.5535888671875,126.06573486328125,110.33999633789062,3808.10009765625
2023-01-06,127.69357299804688,219.677734375,86.6850357055664,128.4780731201172,113.05999755859375,3895.080078125
2023-01-09,128.2156982421875,221.81658935546875,87.35993194580078,127.9471664428711,119.7699966430664,3892.090087890625
