Date,AAPL,MSFT,GOOGL,JPM,TSLA,^GSPC
2022-01-04,-0.012772779832361828,-0.01729583505596551,-0.004091316331032494,0.037208981130844074,-0.04273287830059682,-0.0006298202522032699
2022-01-05,-0.026960098736479362,-0.03914395253183581,-0.046962106923869214,-0.018451482398796275,-0.054953895352910696,-0.019583264304501073
2022-01-06,-0.016834409671660285,-0.007933335284672528,-0.00019953983145720787,0.010568223070353093,-0.021758379841487693,-0.0009642337401809882
2022-01-07,0.0009878652360182049,0.0005094260759005343,-0.005317401305685336,0.009859562581299578,-0.03609004895021842,-0.004058441082336512
2022-01-10,0.00011626707074949645,0.0007321906112863371,0.011988609730907844,0.0009565491377656304,0.029890740749494566,-0.0014420705375388979
2022-01-11,0.0166445351848109,0.002256647003811194,0.007661412834946604,0.0010156539651637348,0.005917481776156395,0.009118286452399373
2022-01-12,0.0025670220110302635,0.010390841539717552,0.012053396236488531,0.005655696953357767,0.03853754612843837,0.0028137920146670695
2022-01-13,-0.019211557195841052,-0.04324420435359709,-0.020309906444973033,-0.001247499119396436,-0.06987655465675016,-0.014346029234400533
2022-01-14,0.0050974634350790604,0.017561215971433522,0.006426375428535152,-0.06343327631659079,0.017346435457551865,0.0008196442695905652
2022-01-18,-0.019074725492681098,-0.024639978639938994,-0.025284557669579922,-0.042832351360003615,-0.018364847454341894,-0.0185591053980085
2022-01-19,-0.021248774335787982,0.002244412359296802,-0.006502723299477141,-0.015590010729402203,-0.03441330009854252,-0.009736790941460195
2022-01-20,-0.010401024070464766,-0.005719794002152768,-0.013478926677380727,-0.008564095572161822,0.000622510083264904,-0.011098742304330734
2022-01-21,-0.012847368153145586,-0.018640829122361972,-0.02242387937381892,-0.017626893706814823,-0.0539980722931419,-0.019095995324635427
2022-01-24,-0.004876132487093469,0.0011477713292776185,0.003465412165319816,-0.0008963602901661841,-0.014835635717323473,0.0027679047582695165
2022-01-25,-0.011450167103256779,-0.02694810466632076,-0.030024953357146316,0.010841216846124036,-0.012551567227813773,-0.012246590556866267
2022-01-26,-0.0005631355661149543,0.028094772725022622,0.017941908577164267,0.00944132608441904,0.02048773822340817,-0.0014977569258856588
2022-01-27,-0.0029477327477510423,0.01049387156776029,-0.0017659138767617186,-0.017802333764778817,-0.12277997465910719,-0.005398635199970923
2022-01-28,0.06745075469941882,0.027694635133758114,0.03313352009414325,0.008906557683040174,0.02059221036289143,0.024055967914736694
2022-01-31,0.0257905687644359,0.00878495066476299,0.014535715238799284,0.013482325905904355,0.10145138741776683,0.018709826222984446
2022-02-01,-0.000973195121264927,-0.0071642451136027215,0.017150378464521592,0.017014549913420784,-0.005856643341232021,0.006839560348317067
