Final_Portfolio_Value
1245559.0288257622
1339435.8834913168
1573675.416733199
755102.277033556
798682.7546579923
1466677.0123951293
1370301.1914851055
1117315.0323705624
846422.8051237758
1424677.9667981225
1380469.9960604585
942407.7831491745
1217262.500265164
1042565.4034911001
1088133.7882907698
1068968.4905055296
828934.9573493667
1291445.6786146744
1569806.2004234057
1351818.8237759387
764328.4486702429
782539.3778986643
1804613.0091942186
1367301.0897888315
1140751.706845249
890494.5925800547
749570.7978704546
1022583.6329040605
1191106.5157022285
1481511.2411970003
1017665.070323037
1466779.2072175064
1116405.1501728867
1273639.9349318126
1234464.9061994853
1072768.5706702264
1605256.9483668841
1193438.6476904089
1067718.4281034865
1229072.3615093052
1313840.1109641218
793328.5864973717
716414.3728517065
1021877.1202117276
1314192.0125925601
1155927.025359432
1119124.9676904022
818304.7726509181
871190.7894370524
1429043.5783790778
1191288.3985138226
1445284.3129957796
1036132.2139511708
1146755.0122840519
667053.9727071427
1307647.1776889656
879662.8078652071
1032540.1822272702
1362238.8480284505
786712.3988794766
1794369.9904820009
1261305.6413370518
879012.1340979346
618791.3880708802
1090350.391089182
1486811.645596372
1277339.7192930533
953273.1242516597
1676877.1025115652
1057055.0408349454
1494133.7842321573
1326153.2349241439
1638728.5080248662
1131453.6516557147
925412.5671642618
768202.6638706189
750976.1767061047
706067.1632508193
1083019.4489255385
1006080.4454931484
1393805.2280533833
799979.6318642444
1095636.2394042257
1009217.066034414
1171902.4792356624
1228450.0426431962
744070.9191602987
997425.3244305396
1042629.5872404126
1553653.135552582
1093866.804440922
1111521.1734327984
1800641.2467301914
966916.8287614724
1981304.2304307246
1202073.0794863729
955595.6886601289
1206877.563391692
1067581.68707852
1223398.2261314979
1280055.8358274146
1186115.4458902634
1643640.5773889297
2235476.3074475965
926264.2372503355
1170541.0882661731
1040559.937330884
583553.0304018359
892820.7783147047
1632649.471292098
1189465.423478151
1119863.0512538543
1078208.8845294807
1513320.0685960758
1042910.550205377
860803.1645219245
964172.981564797
1138813.3130487925
1489488.4661763196
898495.8370996303
1493044.1162357125
939230.2532998137
1179731.2181274905
1023460.863716362
1066376.8820738448
859671.2677331822
947115.0627436461
1118978.92723406
1110615.8820733621
1023863.6914345036
1038228.5444627512
983628.9303686426
800732.0813860481
1757083.5720543377
1030959.0409549914
712648.3571831774
776789.2732411744
995424.664267401
1683227.4579529555
1422801.3585069524
897114.9083341946
1336846.3281641218
1938485.6874081676
1343348.6812071512
1093715.92437971
1156320.379102098
659329.253501552
1080735.7171437538
843937.2931065311
1187024.8635891736
898296.2799362782
1365202.2150331114
919173.1435985939
1192822.8313175787
1034077.6842963797
675957.3947932698
1311293.2474047034
970687.636253476
1381431.56969805
964614.7103267128
869283.5636379232
1203274.2526032345
1190422.5817803156
1045909.5085758427
993128.7528127255
1252176.8035301145
1056957.8462070762
1155401.244627807
823801.3552240753
1805460.2006183497
1228264.4372495
1355299.344376018
1056892.3911213207
969138.5878910052
916636.5547518575
846292.3477414902
1256897.2939200469
1429525.2533007176
1231245.7978123145
754112.7884678786
824185.5508862205
1132896.8195581753
747880.2362578284
1219260.1706731517
1344038.8043497
795788.921104995
1113896.1969823393
1613119.6916229322
1385814.2787428573
1013264.6771428111
1148446.7527853972
1208021.7306472731
1323597.5026352517
960274.85871581
1081071.59512754
920162.063221517
1121244.8377875856
1142152.6963701404
841594.387149077
1810143.0463511245
962944.6023505965
1884967.4167551578
1069530.4433022512
1258617.3797987767
788945.3763858334
1133506.8708195079
1446452.405668603
742144.5143128979
1084382.9858099998
1193194.142195811
837942.4420279565
1274659.0333605132
1064174.5934351904
573535.3024029629
1311461.2809306118
932424.2877392244
963941.1411287296
1037775.4368991739
1227307.1647295444
1784077.1443011104
1477134.109053
1030607.2065807192
803948.5455631138
1464089.083342038
1400005.7182965188
1323114.8219074963
1186179.253860563
1261263.6669479387
1089115.3554618899
1436672.71931061
1002790.9973610012
988110.4652308531
1006240.135414128
1003627.4982372129
846059.680688784
710960.276490913
1047740.9073196709
1008351.3386967833
1068779.2096587124
1388961.4931085783
1196998.5292056254
1430088.171702975
1003779.7410022311
1449021.1602519979
766122.6313288088
1007221.0367782153
1717672.5941804582
870567.3934009538
1324907.5342972707
1411476.2744117081
1087327.3875132164
1039618.6345727772
841394.1116899677
918694.1490282363
988881.1982261456
1684372.1553597671
1051463.910179665
787743.3521255982
966775.3799205174
683884.3331369534
1259224.131213794
1397934.8267844983
1070878.9264983467
904706.111264853
1273682.4526969811
1104560.5210087514
1108046.489498465
1281459.4307520767
1512803.067136801
730733.6318061552
1189549.2792701
1202841.2631565325
974164.7097006139
1024268.825357646
843661.768303763
1022115.314145019
1724678.586436953
994044.9346487101
605993.9367496832
1045718.4131848167
1094462.757756594
1301542.3078064015
1048762.671841806
716942.6152176588
971259.1652991939
1219051.1159938504
1293780.2005983207
1532712.7527757308
1229881.8677068185
1342554.2695182355
889706.1365875229
803216.3792159883
1309669.4456229215
1526882.5548189613
1085259.4255283033
1000845.2919590654
883485.4318298895
1426852.9918778816
930879.1476464781
1312970.1714832666
1046737.0934817422
1013084.0684059281
1410774.3802060906
1118720.2025270562
1251699.5943593842
1133753.398872663
1385391.4123097463
1070777.1076871892
1282268.9016706934
1908608.1614364856
934264.6315517521
873675.4903385132
1795696.6228784514
1036489.9049324067
849907.0146244774
662819.2892468285
1288465.8335206204
923797.4072480864
840930.4548914565
900090.4647617089
1586338.99408931
1316014.5068280662
886891.1838212289
1389524.7072538591
1065673.3086358523
2327118.094960803
1738370.0244161326
1079147.3132400364
1388793.7499868162
871908.0605219488
1060277.9638433577
1773303.526825443
885927.0027083135
789385.8995015965
996927.1887950519
1326785.0398702016
823034.3725836884
1180834.788857868
1025635.4101867353
827580.7565427494
1504863.642519107
816571.6126560639
1826271.805144041
1317649.5795971255
988466.3269563916
576590.4596898559
1513914.789050792
1118574.2448664277
1436630.9331443312
893999.753015832
1270255.4633721379
584238.8818069017
1469911.4347164591
1356439.1605518966
1087124.2593734553
1567606.9479507534
904274.4081010184
1218232.9996374736
1517710.677164829
965536.5927510614
1075201.1285750568
736715.831896263
872551.0328181982
954846.7616585863
1127645.0101789366
1146696.0401405252
915257.3062739257
1191710.5054749085
1392324.6937037376
917321.2626472564
950003.9412150923
1131485.1073084192
1266366.4793301215
851249.4240721039
1641951.7385876928
1432692.753043844
631719.814771395
1012768.5195033038
760367.1018550288
1167914.1595888964
1151200.2092295226
1031121.1981195209
887431.7146277664
1506601.2051743926
985781.9781262707
903960.7344120207
664270.5156640031
1291524.8816650864
1788016.1027836124
837299.0177669731
975017.1390239438
999962.2285099815
1279091.9853285386
844648.9451163649
1239193.668876099
1014335.7323448621
1386717.152401784
1654676.899752126
1563538.942863132
1334445.9652110215
1535347.0556046348
1458445.4391445604
753747.3204728805
799192.8226571244
819919.3104302331
862471.9292798868
890950.935651412
1222260.719398505
664255.375596557
688620.9685047063
1133986.970797694
1153421.4769113637
917252.3860254518
1763218.368014895
1297814.860035612
980832.1828734159
1304767.9660647104
1192239.4006022858
974097.110589099
641863.3938990232
1445554.2695188879
1501636.4238185193
783502.3692596087
933226.7341955388
1062780.5775922178
1209258.25481645
827636.0707120881
1099229.0623205795
1008525.5563746094
1379272.1834992121
1172919.9426612663
1040568.002211689
1419216.3861187727
846686.0694605815
1302891.1956675218
1220689.0607266896
1603322.7803950123
768563.0247779641
1430693.259682741
1213168.9568747669
923382.6401246535
919630.4299161157
1133760.7467386955
669469.975636352
960887.0584889031
802249.3123893831
737515.4175972518
1391286.1810431054
953690.6737474286
1410819.4365641987
956379.016043562
1424664.03835177
1176466.7010897247
974558.2906262701
922725.1442626067
1237889.4314218024
947078.54493344
1150969.969392679
1027664.5797029663
1328338.3142691304
1530242.1280058024
619102.9997692198
1351514.3808939268
1264963.433961711
1374349.3248571942
1078590.1664521792
1098767.3824022084
1628197.3244537497
939109.4743629523
1380703.484575653
1041803.2039179046
1182965.706362493
1018871.7809353174
1104162.610979091
1077883.0827893477
892477.4433472502
914729.942271611
1130609.7536834877
907746.8039004806
1263002.6295293092
962064.8772544127
1187324.727002101
1178743.3049969925
954281.9818979851
948997.6902652729
866068.3621748992
929938.7736541028
939189.9776686848
833542.8097031927
1477675.430073834
894674.4215860753
862238.476962027
1384311.1781777183
1871548.3038081888
841513.5678421304
949865.0636401144
1031930.5313524292
1437023.024012416
915457.9689928917
1499711.988208791
960925.5895664511
1656725.0246620292
1286221.3944959955
1576565.6340053757
1111496.672503991
1141008.3905172301
876796.1210056765
984814.9761209252
958432.1325114366
794895.3083301412
834584.9743821056
1033302.4993334885
1253007.4006671517
1133143.3072129972
1520640.1294099917
1024638.0628448359
672866.8093820383
1215403.1522589042
1233763.6231856586
1692283.6950640967
1327235.6314966532
805903.4678275594
938821.0868886817
1472920.0405558115
1313546.5194212238
1086551.882177619
927240.7391716017
947863.3603103281
1217219.5912471353
1399558.0306297583
1161447.2790613922
839200.7503167591
1120097.564380503
1417499.8778453304
1085703.0181266828
1437790.22394672
1267897.9498962255
965573.6794542834
1170713.1911805202
1465998.233367604
792902.9136590393
1444362.641805774
1168226.8279711942
1035571.5214502586
1139851.1905603467
1363568.7603211007
1425861.162476307
1453093.8400059596
849147.6241389614
1483025.6020353404
1013366.3996272912
997921.7508370624
779506.852540598
1478609.8697786771
1391396.6462132407
895292.430159153
1351518.838823244
1272901.3710449175
778745.8588804
1169699.3423558513
1474837.5155697914
1144830.9532381142
900549.5566479774
1170424.7717279526
1504051.3839107975
1470785.4127403616
745127.518366917
1196158.7671920983
830561.4843442327
870829.014550718
1217142.687496047
1569800.0729244654
1050383.7386788956
595824.7481642906
1552969.0608369664
1075048.145168158
1247907.2612627856
1203658.1313425193
705330.1429006306
1372864.8701260237
920572.9748444352
1005539.4975850149
1540741.438549388
1046567.1450353838
939612.7330221251
948889.5824744648
800371.1018841356
1265882.3200086209
1152040.741131515
1391419.1511579626
1417296.8644059866
757306.9472757613
1014002.7601805661
1138974.1176356694
1199901.7642336865
1224953.4045846171
718971.7767257815
1037910.6899852902
816219.0407348066
1449159.7077251114
1007168.4479056846
1071334.8693630688
694474.7961537908
1167747.5630057117
1029020.9823303302
744379.1804889935
1443028.0009882236
1735778.8690168785
1100278.0055472956
1427737.3497334465
1483144.3734209116
880655.3985562876
1330415.0718034385
941203.517956455
1361595.6091474511
1314020.319902038
974626.2413178211
1014664.0841801517
1165895.2694777562
1159838.4032417296
1014531.8118038775
1426119.5484873618
867164.1635617707
1389769.5249587218
1153482.464818443
723203.0624657386
1445979.8679783945
1734535.9689602149
819763.0644656637
1070140.9381247165
974578.489865519
1139408.5743761559
1485856.4800201114
1467109.2838275263
1044819.9908683078
1248199.6605363348
962206.1293690061
910954.0250877689
1195342.8888523437
1521139.065527401
697491.2730204528
646982.503585007
1378432.0691585236
838603.6950008656
1129556.3096289914
1414689.6159224026
811046.2278105371
1160077.7648770905
1630295.0173518886
1434733.9080534521
1497396.175086198
1803316.613891665
1264876.7489413868
1163722.025384791
1399719.4229576918
1264240.5009972798
1028569.8545795428
1270459.683973099
1089029.8595333146
721776.3173708614
1308220.0594769747
1790248.0399956214
718120.2915733608
1189861.5892246647
1626282.4109820072
983766.0764311326
1527116.8500944802
831870.442583674
1080417.2442777401
856476.3226049258
1283172.9407247242
1134256.2307420978
1263126.647667446
998909.8279724799
676310.9664411554
1328476.1625457455
1964918.2271079517
879091.8014147346
919184.8611880736
681333.3457982125
1533964.405563599
1202941.3068142433
1045561.9418291637
1040424.2946949782
1182926.5368596697
898197.6140762089
794744.8123570828
971538.8315644179
1376019.421235043
913334.3303603265
1384755.3296908068
847288.5750903791
1051685.403749515
809247.8191855553
938680.8687323751
1073426.0117175954
1364690.9965414663
789148.9785735488
1153664.8319070328
1148850.050944767
944687.8179964748
843581.1019599182
1168088.7183965337
2518898.301514211
1149850.0474221602
1358353.4466422356
741226.1464854175
1299961.3348028378
1360528.634281688
1387280.1731341472
838389.3954975774
970990.7152940514
1567118.542983895
1519902.3956456003
1069165.3814996306
1094167.8812188234
852390.4873529362
1318578.5316360504
1332215.5418891767
1141474.6807459695
986771.4145217997
1857585.9307708074
1520527.8049210918
1014363.6408027725
1145816.5978637517
937532.9293731867
728046.3684492707
1650403.9648766653
1179083.0203176325
